,accrual_date,maturity_date,interest_payment_freuency,original_coupon_rate,nominal_value,accrual_compounding_method,business_day_convention_code
34096,null,2028-07-25,null,2.6100000,null,null,null
34097,null,2022-10-13,null,null,null,null,null
34098,null,null,1,null,1000.000000,6,5
34099,2021-08-30,2023-08-30,1,0.4000000,1000.000000,6,5
34100,2020-03-13,2023-03-13,5,2.0000000,null,null,5
34101,2020-03-24,2029-05-31,5,null,1000000.000000,null,2
34102,null,2060-04-01,null,0.0000000,250000.000000,null,null
34103,null,null,1,null,1000.000000,6,5
34104,null,2022-03-22,null,0.0000000,null,null,null
34105,2018-08-01,2023-06-26,1,1.5000000,null,null,5
34106,null,2022-08-11,null,null,null,null,null
34107,2020-03-16,2022-03-16,5,null,null,null,5
34108,null,2100-12-30,null,0.0000000,null,null,null
34109,2017-03-27,2022-03-27,1,0.2000000,10000000.000000,null,4
34110,null,2024-07-03,null,0.0000000,null,null,null
34111,null,2022-10-03,null,0.0000000,1000.000000,null,null
34112,2021-08-23,2023-09-25,2,null,null,null,5
34113,2019-10-16,2026-04-16,1,1.8500000,1000.000000,6,5
34114,2015-05-29,2030-05-29,3,5.7300000,100.000000,null,5
34115,null,null,null,null,null,null,null
34116,null,2022-05-24,null,null,null,null,null
34117,null,null,1,null,1000.000000,6,5
34118,null,null,null,null,null,null,null
34119,null,2016-10-28,null,0.0000000,null,null,null
34120,2021-11-24,2022-11-25,36,4.7500000,1000.000000,null,5
34121,2020-03-16,2028-06-12,3,0.0000000,100000.000000,null,5
34122,null,2022-08-16,null,null,null,null,null
34123,null,2024-06-14,null,null,null,null,null
34124,null,2024-10-09,null,0.0000000,null,null,null
34125,null,2022-12-07,null,0.0000000,null,null,null
34126,null,2024-02-28,null,0.0000000,1000.000000,null,null
34127,2020-04-08,2023-04-28,3,0.4300000,1000.000000,null,5
34128,2021-07-12,2022-10-12,5,10.0000000,null,null,null
34129,null,null,1,null,1000.000000,6,5
34130,null,null,5,0.0000000,1000.000000,5,2
34131,2020-03-18,2029-12-28,3,1.3700000,100000.000000,null,5
34132,2018-07-27,2028-07-27,3,1.3000000,1000000.000000,1,5
34133,2016-07-20,2036-07-21,3,0.0500000,100000.000000,null,null
34134,null,2022-10-11,null,null,null,null,null
34135,null,null,5,0.0000000,1000.000000,5,2
34136,2021-08-13,2022-08-12,null,null,null,null,null
34137,null,2022-05-26,null,null,null,null,null
34138,2021-11-23,2022-11-23,5,null,null,null,2
34139,null,null,1,null,1000.000000,6,5
34140,null,2022-06-24,null,0.0000000,1000.000000,null,null
34141,null,2060-03-17,null,0.0000000,1000000.000000,null,null
34142,null,2022-12-13,null,0.0000000,null,null,null
34143,2021-10-21,2028-10-21,3,4.1800000,100.000000,null,5
34144,null,2022-06-07,null,0.0000000,null,null,null
34145,null,2100-12-30,null,0.0000000,null,null,null
34146,null,null,1,null,1000.000000,6,5
34147,2015-07-21,2045-07-21,1,6.5000000,1000.000000,6,5
34148,2021-11-16,2022-09-23,36,13.0000000,1000.000000,null,5
34149,null,2036-07-18,null,0.0000000,null,null,null
34150,null,null,1,null,1000.000000,6,5
34151,null,2022-11-30,null,0.0000000,null,null,null
34152,2020-03-25,2025-03-19,3,null,1000.000000,null,5
34153,2020-03-31,2025-03-31,2,0.8500000,1000.000000,4,5
34154,2021-09-15,2023-09-01,1,null,1000.000000,6,5
34155,null,2022-07-05,36,10.6611000,null,null,null
34156,null,2023-10-31,null,0.0000000,1000.000000,null,null
34157,2021-11-17,2022-03-24,2,8.0400000,null,null,5
34158,2021-10-19,2022-10-20,5,11.1000000,null,null,5
34159,null,2022-05-25,null,null,null,null,null
34160,2018-08-09,2023-08-01,1,4.8180000,1000.000000,6,5
34161,null,null,1,null,1000.000000,6,5
34162,null,2022-04-04,1,3.9000000,null,null,null
34163,null,2024-11-25,5,null,null,null,null
34164,null,2022-03-16,5,8.6000000,null,null,null
34165,2020-03-17,2056-03-17,1,2.5540000,null,null,5
34166,null,2019-07-26,1,5.0000000,null,null,null
34167,null,2022-10-13,null,null,null,null,null
34168,null,2019-02-28,1,7.4200000,null,null,null
34169,null,null,5,0.0000000,1000.000000,5,2
34170,2021-11-25,2022-05-30,2,7.6800000,null,null,5
34171,2022-01-17,2024-07-17,3,2.6500000,1000.000000,null,5
34172,null,2022-05-04,5,5.0000000,null,null,null
34173,2019-10-23,2029-01-10,5,1.0000000,null,null,5
34174,null,null,1,null,1000.000000,6,5
34175,null,2022-06-21,null,0.0000000,null,null,null
34176,null,2026-07-01,3,2.3700000,null,null,null
34177,2018-07-27,2022-07-27,3,3.7000000,1000.000000,null,5
34178,null,null,5,0.0000000,1000.000000,5,2
34179,2021-08-18,2022-09-23,36,8.0000000,1000.000000,null,5
34180,2020-03-16,2023-06-15,1,0.6000000,1000.000000,null,5
34181,null,null,null,null,null,null,null
34182,null,null,1,null,1000.000000,6,5
34183,2017-09-27,2022-09-28,3,6.5000000,100.000000,null,5
34184,2021-11-24,2022-11-25,36,4.7500000,1000.000000,null,5
34185,2021-12-08,2022-04-12,2,14.1504000,null,null,5
34186,null,2022-05-26,null,null,null,null,null
34187,2018-07-04,2023-07-04,1,1.2500000,10000.000000,null,5
34188,null,2022-05-17,null,0.0000000,100.000000,null,null
34189,null,2025-03-24,null,0.0000000,null,null,null
34190,null,null,null,22.2200000,null,null,null
34191,null,2023-07-18,null,0.0000000,null,null,null
34192,null,2022-03-29,1,21.7478000,null,null,null
34193,2018-08-02,2023-07-07,5,null,null,null,2
34194,null,null,1,null,1000.000000,6,5
34195,2016-07-22,2026-07-22,1,3.3800000,5000000.000000,null,5
34196,2016-07-22,2022-09-20,null,1.2000000,null,null,5
34197,2020-05-05,2022-05-05,5,0.0000000,1000.000000,5,5
34198,2021-07-01,2024-07-01,5,6.4900000,1000000.000000,null,5
34199,null,2023-11-14,null,12.9100000,null,null,null
34200,null,2023-10-31,null,0.0000000,1000.000000,null,null
34201,null,2028-11-06,null,0.0000000,null,null,null
34202,null,2018-10-31,null,10.1800000,null,null,null
34203,null,2024-03-27,36,null,null,null,null
34204,2021-11-22,2022-11-22,5,null,null,null,null
34205,null,2022-10-10,null,null,null,null,null
34206,2018-07-27,2026-07-27,3,3.8520000,100000.000000,null,5
34207,2020-03-16,2022-03-16,2,null,1000.000000,null,5
34208,null,2024-07-12,null,null,null,null,null
34209,null,2019-07-26,1,8.0000000,null,null,null
34210,null,2022-06-03,null,0.0000000,null,null,null
34211,null,2018-10-31,36,15.3400000,null,null,null
34212,null,2022-07-05,2,9.6100000,null,null,null
34213,null,2022-05-27,null,null,null,null,null
34214,2018-09-14,2022-04-14,3,null,1000.000000,null,5
34215,2018-08-06,2024-08-06,5,null,1000.000000,null,5
34216,null,null,1,null,1000.000000,6,5
34217,null,2028-06-25,3,2.6100000,null,null,null
34218,null,null,1,null,1000.000000,6,5
34219,2018-08-07,2028-08-07,5,null,null,null,5
34220,2021-11-16,2022-12-23,36,4.5000000,1000.000000,null,5
34221,null,2023-10-03,null,0.0000000,1000.000000,null,null
34222,null,2100-12-30,null,0.0000000,null,null,null
34223,null,2022-04-20,null,0.0000000,null,null,null
34224,null,2028-11-30,null,0.0000000,100.000000,null,null
34225,null,2022-08-11,null,null,null,null,null
34226,null,null,null,13.3400000,null,null,null
34227,null,null,5,0.0000000,1000.000000,5,2
34228,2016-07-29,2017-08-07,5,8.1700000,null,null,5
34229,2021-11-26,2051-11-15,1,3.0500000,1000.000000,6,5
34230,null,2023-08-17,null,0.0000000,1000000.000000,null,null
34231,null,2016-08-19,null,0.0000000,null,null,null
34232,null,null,1,null,1000.000000,6,5
34233,null,2022-08-11,null,null,null,null,null
34234,2018-07-25,2023-07-25,3,3.9500000,100.000000,null,5
34235,null,2030-02-28,null,0.0000000,null,null,null
34236,null,2025-06-24,36,null,null,null,null
34237,null,2035-05-15,null,null,null,null,null
34238,2021-08-25,2022-08-25,5,8.3500000,null,null,null
34239,null,2024-07-11,null,null,null,null,null
34240,null,2019-02-04,5,6.0000000,null,null,null
34241,2020-03-10,2023-03-10,3,3.3000000,100.000000,null,5
34242,null,2027-12-28,null,9.5000000,null,null,null
34243,null,2022-08-11,null,null,null,null,null
34244,null,2024-07-26,null,0.0000000,null,null,null
34245,null,2024-01-03,null,0.0000000,1000.000000,null,null
34246,2020-09-30,2032-09-30,1,1.4200000,1000.000000,6,5
34247,2021-11-26,2024-05-28,null,null,null,null,5
34248,2021-08-25,2024-08-25,1,2.2000000,1000.000000,null,5
34249,2021-11-24,2022-11-25,36,8.7500000,1000.000000,null,5
34250,null,2022-12-02,5,null,null,null,null
34251,null,2026-08-17,null,null,null,null,null
34252,null,2022-12-16,null,8.3000000,null,null,null
34253,null,2018-11-30,5,10.6400000,null,null,null
34254,null,2022-09-02,2,11.0000000,null,null,null
34255,null,2027-07-28,null,null,null,null,null
34256,null,null,null,5.0000000,null,null,null
34257,null,2022-08-11,null,null,null,null,null
34258,null,2023-10-31,null,0.0000000,1000.000000,null,null
34259,null,2022-11-16,null,0.0000000,1000.000000,null,null
34260,null,null,1,null,1000.000000,6,5
34261,2020-08-18,2023-08-18,1,0.3600000,1000.000000,6,5
34262,null,2041-02-14,null,0.0000000,null,null,null
34263,2020-09-30,2032-09-30,1,1.3000000,1000.000000,6,5
34264,2022-03-08,2023-03-01,5,null,null,null,5
34265,null,2022-03-21,null,0.0000000,1000.000000,null,null
34266,null,null,1,null,1000.000000,6,5
34267,null,null,1,null,1000.000000,6,5
34268,null,2026-05-29,36,null,null,null,null
34269,null,2023-11-24,3,null,null,null,null
34270,2018-08-31,2022-08-31,3,4.0000000,1000.000000,null,5
34271,null,2022-03-03,36,16.3000000,null,null,null
34272,2018-08-14,2023-08-15,1,0.2000000,null,null,5
34273,null,2023-07-21,null,0.0000000,null,null,null
34274,null,2022-12-31,null,12.0000000,null,null,null
34275,2021-11-26,2024-11-26,3,3.4000000,100.000000,null,5
34276,2019-10-17,2022-10-17,2,8.0000000,null,null,null
34277,null,2025-03-19,null,1.6500000,null,null,null
34278,2021-12-15,2033-12-15,1,1.2500000,1000.000000,6,5
34279,null,2019-08-05,1,4.9900000,null,null,null
34280,2021-12-08,2022-06-09,5,12.0000000,null,null,5
34281,null,2026-08-17,null,null,null,null,null
34282,2018-07-31,2023-07-31,3,0.2200000,1000.000000,null,5
34283,null,2022-06-21,null,0.0000000,null,null,null
34284,null,2022-08-12,null,null,null,null,null
34285,2021-08-24,2023-08-25,5,6.0000000,null,null,5
34286,2019-12-16,2030-02-19,1,3.1500000,1000.000000,6,5
34287,2021-08-31,2022-08-31,1,17.8000000,1000.000000,null,5
34288,null,2019-07-30,1,5.0000000,null,null,null
34289,null,2022-06-24,null,0.0000000,null,null,null
34290,null,2023-08-24,null,0.0000000,1000.000000,null,null
34291,null,2022-03-24,null,null,null,null,null
34292,2020-03-05,2025-03-05,3,7.5000000,100.000000,null,5
34293,2021-11-29,2022-03-07,2,12.0000000,10000.000000,null,2
34294,null,2022-12-02,36,null,null,null,null
34295,null,2023-11-30,null,0.0000000,1000.000000,null,null
34296,2016-10-05,2028-10-05,1,6.0000000,1000.000000,null,5
34297,null,null,1,null,1000.000000,6,5
34298,2013-06-20,2023-06-15,1,5.5000000,1000.000000,null,5
34299,2021-09-02,2022-12-07,2,null,null,null,5
34300,2016-07-21,2026-07-30,5,6.5000000,1000.000000,6,5
34301,null,null,1,null,1000.000000,6,5
34302,2020-08-24,2035-08-24,1,1.5500000,1000.000000,6,5
34303,null,2022-08-18,null,0.0000000,null,null,null
34304,null,2022-04-07,null,0.0000000,1000.000000,null,null
34305,2018-08-13,2023-06-26,null,null,null,null,null
34306,2018-08-06,2023-08-10,5,null,null,null,5
34307,2020-03-23,2025-03-23,1,1.6500000,1000.000000,6,5
34308,2017-06-28,2022-06-28,3,5.8000000,100.000000,null,5
34309,null,null,5,0.0000000,1000.000000,5,2
34310,null,2022-08-12,null,null,null,null,null
34311,null,2025-04-22,null,9.2000000,null,null,null
34312,null,2022-03-02,2,9.2400000,null,null,null
34313,null,2024-06-28,35,4.7000000,null,null,null
34314,null,2022-03-08,null,0.0000000,null,null,null
34315,2021-12-13,2023-12-13,5,5.2000000,1000.000000,null,5
34316,null,2023-07-27,null,0.0000000,null,null,null
34317,null,2023-05-11,null,7.9100000,null,null,null
34318,null,2022-05-25,36,0.7500000,null,null,null
34319,2021-11-19,2022-03-24,36,5.0000000,1000.000000,null,5
34320,null,2019-08-05,1,5.9800000,null,null,null
34321,2022-03-09,2023-09-11,1,1.0000000,1000.000000,6,5
34322,2021-08-26,2022-06-29,2,9.1404000,null,null,5
34323,2021-08-16,2022-08-16,2,10.0000000,null,null,5
34324,null,2022-03-24,null,null,null,null,null
34325,null,2024-07-03,null,0.0000000,null,null,null
34326,2019-12-05,2030-01-05,5,null,100000.000000,null,5
34327,null,2022-07-01,null,null,null,null,null
34328,2015-02-11,2025-02-11,3,2.0000000,1000.000000,null,5
34329,null,2022-07-05,1,17.4200000,null,null,null
34330,2021-08-23,2022-03-02,2,8.0000000,null,null,5
34331,null,null,1,null,1000.000000,6,5
34332,null,2049-12-31,null,0.0000000,1.000000,null,null
34333,null,2022-06-27,null,null,null,null,null
34334,null,null,1,null,1000.000000,6,5
34335,null,2024-12-03,null,0.0000000,1000.000000,null,null
34336,null,2028-12-11,null,0.0000000,1000.000000,null,null
34337,2018-08-20,2023-06-27,null,null,null,null,null
34338,2020-09-30,2025-09-30,1,0.5500000,1000.000000,6,5
34339,null,null,1,null,1000.000000,6,5
34340,null,2022-03-24,null,null,null,null,null
34341,2019-10-24,2022-10-24,2,6.3600000,null,null,5
34342,2021-11-29,2022-09-23,36,6.7500000,1000.000000,null,5
34343,null,2022-03-22,null,0.0000000,null,null,null
34344,null,2023-07-18,null,0.0000000,1000.000000,null,null
34345,2020-10-29,2032-10-29,1,1.2500000,1000.000000,6,5
34346,null,2024-04-15,null,8.5300000,null,null,null
34347,2018-08-07,2028-02-07,5,null,10000.000000,null,2
34348,null,2022-08-26,36,2.7500000,null,null,null
34349,null,2023-08-11,null,null,null,null,null
34350,null,2030-03-17,null,0.0000000,1000000.000000,null,null
34351,2021-07-09,2022-07-13,5,8.0000000,null,null,5
34352,null,2022-03-24,null,null,null,null,null
34353,null,2016-08-26,null,0.0000000,null,null,null
34354,null,2022-04-06,null,null,null,null,null
34355,2021-11-19,2022-06-23,36,3.0000000,1000.000000,null,5
34356,2004-05-12,2034-05-12,1,10.0000000,25000000.000000,null,null
34357,2021-08-27,2023-03-01,2,8.5008000,null,null,5
34358,null,null,1,null,1000.000000,6,5
34359,null,2024-08-30,null,0.0000000,1000.000000,null,null
34360,2018-07-25,2023-07-25,3,3.9000000,100.000000,null,5
34361,2015-03-04,2024-03-30,null,null,null,null,null
34362,2016-07-27,2023-07-27,1,1.8500000,1000.000000,6,3
34363,2019-10-24,2022-10-24,5,3.5100000,null,null,5
34364,2021-10-25,2038-11-20,5,null,null,null,5
34365,null,2022-12-01,5,null,null,null,null
34366,2021-09-09,2026-09-03,5,null,null,null,2
34367,2021-06-24,2028-06-23,5,4.0000000,1000000.000000,null,2
34368,null,2049-12-31,null,0.0000000,1.000000,null,null
34369,2020-03-09,2022-03-09,5,0.0000000,1000.000000,5,5
34370,null,2022-03-25,null,null,null,null,null
34371,2021-08-16,2022-08-16,2,7.1000000,null,null,5
34372,null,null,1,null,1000.000000,6,5
34373,null,2022-03-16,null,0.0000000,null,null,null
34374,null,null,1,null,1000.000000,6,5
34375,null,2022-06-08,null,0.0000000,null,null,null
34376,null,null,1,null,1000.000000,6,5
34377,null,2022-03-03,null,null,null,null,null
34378,2017-06-20,2047-06-20,1,null,500000000.000000,null,4
34379,2020-08-28,2025-08-28,1,0.6250000,1000.000000,6,5
34380,2021-07-12,2024-07-12,2,3.4500000,null,null,5
34381,2021-08-31,2022-03-07,2,null,null,null,5
34382,null,2022-07-07,null,null,null,null,null
34383,2018-07-27,2022-07-27,3,3.1200000,1000.000000,null,5
34384,null,2023-11-06,null,null,null,null,null
34385,null,2023-07-31,null,null,null,null,null
34386,null,2022-06-07,null,0.0000000,null,null,null
34387,null,2023-08-04,null,null,null,null,null
34388,null,2022-07-05,1,4.7400000,null,null,null
34389,2018-07-24,2026-12-01,1,3.4000000,1000.000000,6,null
34390,2021-09-10,2027-09-10,1,0.6500000,1000.000000,6,5
34391,null,2051-05-24,null,0.0000000,1000.000000,null,null
34392,2016-07-26,2016-08-17,null,null,null,null,null
34393,null,2022-03-25,null,null,null,null,null
34394,null,2022-05-25,2,null,null,null,null
34395,null,2023-03-30,null,0.0000000,1000.000000,null,null
34396,null,2010-05-21,null,0.0000000,null,null,null
34397,null,null,1,null,1000.000000,6,5
34398,null,2022-11-30,null,0.0000000,1000.000000,null,null
34399,2019-10-17,2024-12-20,5,3.6500000,null,null,2
34400,null,2027-03-01,null,0.0000000,20000.000000,null,null
34401,null,2024-07-08,null,0.0000000,null,null,null
34402,2020-09-11,2030-09-11,1,1.1200000,1000.000000,6,5
34403,null,null,1,null,1000.000000,6,5
34404,null,2022-06-24,null,0.0000000,null,null,null
34405,null,2022-08-23,null,0.0000000,1000.000000,null,null
34406,null,2023-07-28,null,0.0000000,null,null,null
34407,null,null,1,null,1000.000000,6,5
34408,2021-10-29,2036-01-17,1,1.1000000,100000000.000000,null,5
34409,null,2022-08-16,36,4.6393000,1000.000000,null,null
34410,2015-02-24,2015-05-01,2,12.0000000,null,null,5
34411,null,2022-04-20,null,0.0000000,1000.000000,null,null
34412,null,2018-11-01,null,7.0100000,null,null,null
34413,2018-07-25,2023-07-25,3,3.8500000,100.000000,null,5
34414,2018-07-27,2022-07-27,3,0.8000000,1000000.000000,1,5
34415,null,2023-06-29,null,null,null,null,null
34416,null,2022-05-23,5,null,null,null,null
34417,2021-11-15,2022-03-17,2,11.5800000,null,null,5
34418,2019-11-19,2025-11-19,1,null,null,null,2
34419,null,2022-08-31,null,0.0000000,null,null,null
34420,2008-08-12,2038-08-13,null,null,null,null,null
34421,2021-07-02,2024-07-02,2,5.0000000,null,null,null
34422,2019-10-11,2022-10-11,2,null,null,null,5
34423,2018-07-23,2024-07-22,null,null,null,null,null
34424,2020-12-31,2025-12-31,3,3.2600000,100.000000,null,5
34425,null,2022-12-28,null,0.0000000,1000.000000,null,null
34426,2016-07-26,2016-08-24,null,null,null,null,null
34427,2021-11-23,2022-03-30,2,10.0000000,null,null,5
34428,null,2022-03-24,null,null,null,null,null
34429,null,2023-07-25,null,0.0000000,100.000000,null,null
34430,null,2022-07-08,null,0.0000000,null,null,null
34431,null,2029-02-08,null,0.0000000,1000.000000,null,null
34432,2020-08-28,2025-08-29,1,0.6000000,1000.000000,6,5
34433,2021-12-08,2022-12-08,5,7.5000000,null,null,5
34434,2021-01-08,2029-01-15,1,4.5000000,1000.000000,6,5
34435,2021-07-02,2026-07-15,1,5.5000000,1000.000000,null,5
34436,null,2029-09-20,null,null,null,null,null
34437,null,2022-12-02,null,0.0000000,1000.000000,null,null
34438,null,2022-06-24,null,0.0000000,null,null,null
34439,null,2023-10-03,null,0.0000000,1000.000000,null,null
34440,null,2023-08-07,null,0.0000000,null,null,null
34441,null,2022-05-12,null,0.0000000,null,null,null
34442,null,2022-11-07,null,0.0000000,null,null,null
34443,2021-09-02,2023-09-04,5,5.0000000,null,null,5
34444,null,2022-04-04,null,null,null,null,null
34445,2019-10-15,2024-10-09,5,null,1000.000000,null,2
34446,null,null,1,null,1000.000000,6,5
34447,null,2022-08-31,null,0.0000000,null,null,null
34448,null,2025-03-24,null,8.8000000,null,null,null
34449,null,2023-06-23,null,0.0000000,null,null,null
34450,2015-02-26,2025-02-26,1,0.4680000,10000.000000,null,4
34451,null,2024-07-16,null,null,null,null,null
34452,null,2026-04-30,null,0.0000000,1000.000000,null,null
34453,2020-09-16,2024-12-16,1,0.4300000,1000.000000,6,5
34454,2021-07-09,2022-10-13,2,null,null,null,5
34455,null,2100-12-30,null,0.0000000,null,null,null
34456,null,null,1,null,1000.000000,6,5
34457,null,2019-02-01,36,3.6000000,null,null,null
34458,null,2023-01-05,5,5.6800000,null,null,null
34459,2016-07-26,2016-08-17,null,null,null,null,null
34460,null,2022-11-15,null,0.0000000,100.000000,null,null
34461,null,2023-04-27,null,0.0000000,1000.000000,null,null
34462,null,2022-03-22,null,0.0000000,null,null,null
34463,null,2023-07-26,null,0.0000000,null,null,null
34464,null,null,null,18.4400000,null,null,null
34465,2021-08-19,2023-08-22,5,5.8000000,null,null,5
34466,null,2024-11-26,null,0.0000000,10.000000,null,null
34467,null,2022-05-16,null,null,null,null,null
34468,null,2024-10-10,null,0.0000000,1000.000000,null,null
34469,2021-11-16,2022-12-23,36,3.5000000,1000.000000,null,5
34470,null,2022-04-29,null,null,null,null,null
34471,null,2024-06-27,null,null,null,null,null
34472,null,2030-05-05,1,5.0000000,null,null,null
34473,1999-10-25,2029-12-25,2,null,1000.000000,null,null
34474,null,2022-08-26,null,0.0000000,100.000000,null,null
34475,2018-07-25,2023-07-25,3,4.1600000,100.000000,null,5
34476,2021-06-22,2024-06-22,3,4.7900000,100.000000,null,5
34477,2019-10-11,2024-10-15,3,null,null,null,5
34478,2018-09-07,2028-09-07,3,1.0000000,null,null,5
34479,null,2022-05-16,null,null,null,null,null
34480,2018-08-07,2023-07-05,5,5.0000000,null,null,2
34481,null,null,1,null,1000.000000,6,5
34482,null,2025-10-30,null,0.0000000,1000.000000,null,null
34483,null,2022-06-22,null,0.0000000,null,null,null
34484,2021-11-29,2022-06-03,2,2.3750000,null,null,5
34485,null,2022-06-24,null,0.0000000,null,null,null
34486,2021-11-19,2022-06-23,36,3.0000000,1000.000000,null,5
34487,2021-11-12,2030-11-12,3,3.6500000,50000.000000,null,5
34488,null,null,null,null,null,null,null
34489,2021-07-15,2022-06-24,36,12.2500000,1000.000000,null,5
34490,null,2022-11-15,null,0.0000000,100.000000,null,null
34491,null,2018-12-03,5,8.0000000,null,null,null
34492,2018-08-14,2030-08-14,3,1.0000000,100000.000000,null,5
34493,null,2024-12-12,null,0.0000000,null,null,null
34494,null,2023-10-17,null,0.0000000,null,null,null
34495,null,2022-08-22,null,null,null,null,null
34496,2020-02-28,2027-03-02,36,0.0000000,1000.000000,6,2
34497,null,2028-12-26,null,0.0000000,1000.000000,null,null
34498,2015-03-06,2025-03-06,5,null,null,null,2
34499,2021-07-06,2023-01-06,5,null,null,null,null
34500,2021-07-12,2022-07-14,2,11.2300000,null,null,2
34501,null,null,null,5.0000000,null,null,null
34502,2020-06-30,2025-06-30,1,0.7400000,1000.000000,6,5
34503,null,2022-07-15,null,0.0000000,null,null,null
34504,null,2022-04-19,null,0.0000000,1000.000000,null,null
34505,null,null,1,null,1000.000000,6,5
34506,null,2028-08-08,null,0.0000000,40000000.000000,null,null
34507,2021-07-20,2022-07-21,5,7.0000000,null,null,5
34508,null,2024-08-14,null,null,null,null,null
34509,2021-09-01,2022-09-06,5,6.0000000,null,null,5
34510,null,2022-11-29,null,0.0000000,null,null,null
34511,2020-03-17,2022-03-17,2,null,null,null,5
34512,2021-01-15,2024-01-12,5,null,1000.000000,null,5
34513,null,2022-05-25,null,null,null,null,null
34514,null,2100-12-30,null,0.0000000,null,null,null
34515,null,2023-05-29,null,7.7600000,null,null,null
34516,null,null,1,null,1000.000000,6,5
34517,2018-07-25,2028-07-25,1,8.4400000,10000.000000,null,5
34518,2015-07-21,2045-07-21,1,6.5000000,1000.000000,6,5
34519,null,2023-06-23,null,0.0000000,null,null,null
34520,null,2048-08-21,null,0.0000000,null,null,null
34521,null,null,1,null,1000.000000,6,5
34522,2021-02-04,2022-08-04,5,6.8400000,null,null,5
34523,2021-11-24,2023-11-24,5,15.2000000,null,null,2
34524,null,2016-09-06,null,0.0000000,null,null,null
34525,null,2022-12-01,null,0.0000000,1000.000000,null,null
34526,2021-11-16,2022-12-23,36,10.0000000,1000.000000,null,5
34527,null,2022-11-23,null,0.0000000,1000.000000,null,null
34528,null,2027-10-05,null,0.0000000,1000.000000,null,null
34529,null,2019-08-01,1,7.4900000,null,null,null
34530,null,2018-12-28,5,11.1200000,null,null,null
34531,2017-05-15,2022-05-15,3,7.5000000,100.000000,null,5
34532,null,2022-09-16,3,null,null,null,null
34533,null,2022-08-26,2,6.8600000,null,null,null
34534,null,2023-02-21,null,0.0000000,null,null,null
34535,2021-11-09,2022-05-12,2,5.0004000,null,null,5
34536,null,2022-12-02,null,0.0000000,1000.000000,null,null
34537,null,2022-05-26,null,null,null,null,null
34538,2016-07-21,2022-07-21,5,null,null,null,null
34539,2016-03-21,2025-03-21,3,3.0000000,null,null,null
34540,null,null,1,null,1000.000000,6,5
34541,2018-07-26,2053-07-26,3,0.3000000,1000.000000,1,3
34542,2018-07-23,2023-07-21,2,4.8000000,1000.000000,null,2
34543,2021-08-01,2031-08-01,1,2.9600000,5000.000000,6,5
34544,2021-07-14,2023-01-17,2,6.2600000,null,null,5
34545,2020-09-21,2035-09-21,1,1.6000000,1000.000000,6,5
34546,2019-10-07,2079-10-07,1,6.3500000,1000.000000,6,5
34547,2017-04-28,2022-10-28,5,0.0000000,1000.000000,5,2
34548,null,2100-12-30,null,0.0000000,null,null,null
34549,2016-06-30,2023-06-30,1,8.1400000,10000.000000,6,5
34550,2021-12-01,2023-12-01,1,0.5000000,1000.000000,6,5
34551,null,null,1,null,1000.000000,6,5
34552,null,2022-06-24,null,0.0000000,null,null,null
34553,2021-08-25,2022-05-31,2,14.1700000,null,null,5
34554,null,2022-03-24,null,null,null,null,null
34555,null,null,1,null,1000.000000,6,5
34556,null,2022-03-24,null,0.0000000,null,null,null
34557,2018-08-20,2025-08-21,1,7.4000000,60000000.000000,null,5
34558,2021-11-11,2022-11-16,2,13.0000000,null,null,5
34559,2021-11-23,2028-11-23,3,3.1600000,100.000000,null,5
34560,2016-08-15,2026-08-01,1,null,1000.000000,6,5
34561,null,2100-12-30,null,0.0000000,null,null,null
34562,2019-10-17,2027-10-15,1,4.7500000,1000.000000,6,5
34563,null,null,1,null,1000.000000,6,5
34564,2021-08-18,2022-09-23,36,6.5000000,1000.000000,null,5
34565,null,2022-05-25,null,null,null,null,null
34566,2020-02-28,2027-03-02,36,0.0000000,1000.000000,6,2
34567,null,2026-08-31,null,0.0000000,1000.000000,null,null
34568,null,2016-08-26,null,0.0000000,null,null,null
34569,2021-09-01,2022-09-01,5,10.9800000,null,null,5
34570,2021-01-29,2022-03-21,36,5.9000000,1000.000000,null,5
34571,2021-07-06,2026-07-07,5,2.1500000,null,null,5
34572,2021-01-29,2022-03-21,36,8.7500000,1000.000000,null,5
34573,null,2022-03-25,null,null,null,null,null
34574,null,2022-08-19,null,0.0000000,200000.000000,null,null
34575,null,2100-12-30,null,0.0000000,null,null,null
34576,null,2018-10-31,null,5.0000000,null,null,null
34577,null,2022-08-26,null,0.0000000,null,null,null
34578,null,null,1,null,1000.000000,6,5
34579,2001-11-20,2031-12-01,1,7.3750000,1000.000000,6,5
34580,null,2024-12-31,null,0.0000000,1000.000000,null,null
34581,null,null,1,null,1000.000000,6,5
34582,null,2023-08-10,null,0.0000000,null,null,null
34583,2018-07-25,2023-07-25,3,4.0300000,100.000000,null,5
34584,null,null,1,null,1000.000000,6,5
34585,2020-03-18,2025-03-18,3,1.8600000,1000000.000000,null,3
34586,null,2022-05-27,null,null,null,null,null
34587,2021-11-16,2022-09-23,36,12.5000000,1000.000000,null,5
34588,2019-10-17,2022-10-11,2,null,null,null,5
34589,2018-03-28,2023-03-27,5,15.3500000,10000000.000000,5,5
34590,null,2100-12-30,null,0.0000000,null,null,null
34591,2017-01-13,2022-07-05,5,0.0000000,1000.000000,5,2
34592,null,2022-08-23,null,0.0000000,1000.000000,null,null
